X_train,y_train
"[59514, 35, 21752, 2454, 15958, 9, 117, 365, 208, 1872, 73, 446, 1097, 4, 10642, 21974, 4525, 18, 526, 41162, 18, 3133, 402, 28291, 41, 300, 21752, 3, 35, 7441, 10050, 86, 45, 11134, 10, 4, 19082, 86, 45, 4, 151, 545, 18, 526, 41162, 3, 213, 115, 121, 256, 4, 25847, 16494, 18, 4, 12812, 13675, 3758, 12, 545, 4, 6742, 2454, 2559, 12, 1374, 324, 117, 1017, 7441, 3, 0]","[59514, 60, 2454, 6496, 16948, 75, 19, 384, 23, 4068, 8, 6442, 10716, 31, 19, 749, 5, 6442, 2, 31, 153, 402, 29033, 9251, 11091, 11, 30030, 583, 2847, 402, 1918, 583, 41446, 402, 29033, 1958, 60, 13765, 6496, 439, 17469, 11, 8, 8974, 439, 1077, 22, 749, 5, 6442, 3, 344, 1069, 1697, 14, 6, 29180, 153, 402, 29033, 41446, 402, 29033, 416, 5, 8, 11831, 5, 2454, 27, 29, 19, 2454, 738, 5, 8, 15189, 13928, 17, 901, 5, 193, 9001, 3, 0]"
"[59514, 35, 11949, 32, 1279, 0]","[59514, 80, 1032, 40, 5891, 43, 1279, 0]"
"[59514, 27294, 5415, 0]","[59514, 249, 7210, 0]"
"[59514, 26852, 514, 2329, 37, 0]","[59514, 2155, 16, 1224, 4316, 100, 22294, 9, 402, 38492, 0]"
"[59514, 1717, 35519, 155, 0]","[59514, 462, 11, 4352, 22, 2428, 0]"
"[59514, 17743, 101, 0]","[59514, 9768, 0]"
"[59514, 21156, 0]","[59514, 24406, 0]"
"[59514, 5782, 18466, 10604, 0]","[59514, 10604, 4075, 8543, 0]"
"[59514, 526, 468, 774, 687, 8108, 0]","[59514, 9609, 5, 526, 468, 774, 687, 0]"
"[59514, 2253, 36380, 12, 1306, 4, 877, 402, 13911, 50, 14802, 2, 4, 26065, 7, 402, 49, 11713, 63, 10380, 50, 4197, 12, 838, 200, 15, 2370, 18, 4071, 5297, 101, 3234, 37, 430, 235, 402, 49, 11713, 63, 10380, 50, 69, 15, 14565, 2, 962, 6867, 3621, 2, 5313, 746, 1631, 14802, 54, 1421, 2, 33, 165, 246, 399, 61, 4, 7905, 1232, 718, 2652, 26, 402, 2635, 511, 50, 145, 752, 61, 69, 1515, 3, 0]","[59514, 2250, 68, 6, 489, 62, 6, 10309, 259, 6565, 816, 20, 6, 1936, 19, 2516, 30797, 402, 13911, 50, 322, 2, 16, 31136, 5, 402, 2532, 63, 10380, 50, 127, 43993, 15, 5811, 17, 38, 4810, 65, 20739, 402, 38492, 402, 29033, 153, 419, 174, 402, 2532, 63, 10380, 50, 5, 30371, 34, 30797, 17702, 11, 47002, 27, 8, 3045, 13, 12540, 9, 402, 29033, 54, 402, 29033, 1958, 2861, 823, 12863, 5, 316, 19, 65, 832, 1763, 243, 5, 181, 1159, 27, 402, 2635, 511, 50, 402, 29033, 145, 402, 29033, 89, 6, 82, 66, 44, 15, 90, 148, 3, 0]"
"[59514, 160, 2674, 115, 45, 403, 12, 6523, 4, 6564, 41, 300, 3246, 402, 35436, 50, 5865, 309, 75, 50, 2805, 21, 9313, 64, 98, 1664, 3, 0]","[59514, 530, 2674, 168, 100, 4263, 27, 7324, 14, 6, 9313, 5, 2805, 7768, 41, 300, 410, 1833, 5, 402, 14, 75, 50, 5865, 309, 75, 50, 5, 363, 16, 1664, 3, 0]"
"[59514, 43345, 1171, 26, 8372, 15048, 19924, 11609, 4378, 0]","[59514, 37803, 16, 503, 27, 16, 10574, 9, 122, 18297, 20, 21391, 9, 657, 6587, 0]"
"[59514, 3704, 2079, 28556, 0]","[59514, 7182, 540, 19, 10707, 0]"
"[59514, 7821, 14022, 6809, 0]","[59514, 32888, 31398, 14, 6, 2758, 0]"
"[59514, 402, 45109, 5560, 226, 29291, 50, 32, 225, 7, 4, 2635, 2651, 111, 720, 5386, 3, 0]","[59514, 402, 2635, 226, 5560, 6829, 1405, 50, 148, 332, 22, 14755, 738, 2635, 2651, 111, 720, 3, 0]"
"[59514, 46470, 37, 301, 548, 0]","[59514, 26427, 402, 38492, 301, 548, 0]"
"[59514, 21817, 542, 301, 548, 3328, 73, 3469, 941, 75, 542, 301, 3288, 0]","[59514, 60, 542, 1581, 301, 548, 3108, 34, 542, 5, 941, 2889, 140, 6038, 301, 3288, 0]"
"[59514, 2635, 511, 27510, 9, 0]","[59514, 2635, 511, 1672, 489, 0]"
"[59514, 596, 601, 0]","[59514, 4916, 601, 0]"
"[59514, 47, 9, 23718, 488, 0]","[59514, 31551, 17, 0]"
"[59514, 375, 7747, 4492, 6686, 35009, 2118, 37, 0]","[59514, 15335, 5, 6686, 7530, 108, 26781, 402, 38492, 0]"
"[59514, 1717, 0]","[59514, 2935, 0]"
"[59514, 35, 1822, 94, 170, 46557, 3, 0]","[59514, 87, 6, 2133, 81, 6, 63, 1488, 4910, 3, 0]"
"[59514, 375, 22332, 0]","[59514, 14080, 17580, 1802, 7492, 74, 13252, 0]"
"[59514, 5118, 3454, 9668, 48, 19529, 9, 0]","[59514, 8140, 16, 214, 10224, 127, 13, 2900, 32993, 0]"
"[59514, 4999, 35843, 6, 9, 3262, 12, 402, 2635, 9917, 16762, 50, 0]","[59514, 3262, 27, 8, 8418, 13, 4027, 5, 402, 2635, 9917, 75, 352, 50, 0]"
"[59514, 19661, 15, 14721, 7, 21257, 17222, 2, 18, 85, 43335, 6682, 21809, 9, 2, 26481, 9, 57, 11041, 9, 52, 14764, 36986, 111, 10, 24312, 3, 0]","[59514, 30936, 139, 38, 14001, 13, 11847, 22, 29790, 21, 19794, 2, 31, 915, 13, 21809, 9, 59, 13, 1028, 3894, 14235, 39, 15904, 70, 24533, 9, 11, 24285, 3, 0]"
"[59514, 402, 20454, 0]","[59514, 402, 26404, 0]"
"[59514, 3372, 5569, 0]","[59514, 3372, 5569, 23993, 8583, 15476, 37, 17502, 970, 67, 20, 13492, 9814, 1437, 1068, 5708, 9, 0]"
"[59514, 14879, 7068, 222, 0]","[59514, 14879, 7068, 222, 166, 1026, 18, 6457, 1611, 5817, 0]"
"[59514, 134, 1071, 5594, 37, 0]","[59514, 402, 12287, 110, 0]"
"[59514, 386, 667, 10, 4118, 10300, 2, 1807, 579, 4, 526, 9, 1248, 751, 2207, 414, 3, 0]","[59514, 315, 14, 6, 1001, 11, 19, 10288, 5, 14, 6, 8543, 2, 10095, 21, 682, 36, 19, 414, 2207, 5, 526, 9, 1248, 751, 0]"
"[59514, 32382, 12, 713, 4, 4373, 7, 942, 18, 5211, 3, 0]","[59514, 11436, 30215, 27, 3031, 8, 4917, 20, 6, 5824, 5, 8, 5039, 3, 0]"
"[59514, 7164, 25604, 0]","[59514, 26790, 18283, 0]"
"[59514, 2120, 12, 2110, 15031, 0]","[59514, 8919, 17, 8, 863, 6529, 0]"
"[59514, 19673, 0]","[59514, 21566, 657, 23691, 1510, 10749, 323, 3644, 18467, 0]"
"[59514, 3298, 0]","[59514, 4750, 0]"
"[59514, 3818, 2984, 16056, 9107, 2, 46074, 4694, 1802, 19319, 12910, 3, 5378, 3, 357, 376, 0]","[59514, 6388, 5569, 7058, 14291, 894, 720, 583, 3818, 2984, 16056, 9107, 351, 9, 1802, 263, 3300, 63, 3, 18958, 0]"
"[59514, 18961, 9432, 69, 4073, 3, 0]","[59514, 16664, 3404, 5, 2099, 0]"
"[59514, 526, 6010, 337, 532, 7301, 16109, 5224, 10459, 0]","[59514, 526, 559, 9103, 532, 7301, 16109, 5224, 10459, 21332, 0]"
"[59514, 20440, 0]","[59514, 20440, 0]"
"[59514, 9673, 15, 261, 12, 45, 15, 8447, 15021, 7, 4, 191, 4268, 6218, 253, 1410, 110, 0]","[59514, 19272, 34, 261, 27, 23, 183, 34, 6453, 5, 8, 784, 863, 4268, 6218, 2913, 110, 0]"
"[59514, 37292, 1026, 110, 0]","[59514, 4257, 1597, 2418, 110, 0]"
"[59514, 144, 5208, 0]","[59514, 144, 5208, 10299, 62, 4415, 1865, 62, 17151, 0]"
"[59514, 402, 15352, 1702, 253, 10050, 37, 0]","[59514, 46252, 1205, 412, 6184, 402, 38492, 0]"
"[59514, 27404, 2665, 402, 9706, 110, 0]","[59514, 9349, 5, 14, 6, 11341, 5, 486, 110, 80, 8291, 26, 2695, 101, 2824, 368, 101, 137, 685, 10045, 24, 15185, 5, 5749, 124, 28, 49, 27571, 0]"
"[59514, 402, 89, 75, 13259, 50, 48867, 18011, 0]","[59514, 402, 89, 7101, 376, 50, 21815, 114, 23386, 16164, 9, 0]"
"[59514, 27399, 5594, 5893, 12, 5, 10784, 4527, 1973, 4004, 0]","[59514, 18346, 5, 18191, 111, 738, 27, 16, 4027, 4527, 1973, 657, 6587, 0]"
"[59514, 596, 1232, 2190, 0]","[59514, 4194, 647, 1232, 0]"
"[59514, 5833, 124, 2198, 21, 6068, 0]","[59514, 49, 27580, 36, 2198, 34391, 1802, 24156, 352, 37, 6951, 1072, 364, 81, 6587, 7, 4, 20, 5966, 7279, 0]"
"[59514, 1671, 11291, 352, 0]","[59514, 14325, 1054, 0]"
"[59514, 34116, 2120, 2921, 0]","[59514, 34116, 2120, 2921, 0]"
"[59514, 7875, 6659, 0]","[59514, 23992, 0]"
"[59514, 301, 548, 1860, 301, 331, 37, 301, 602, 0]","[59514, 301, 548, 524, 17, 301, 331, 402, 38492, 301, 602, 0]"
"[59514, 6204, 38536, 110, 0]","[59514, 28393, 5, 33295, 110, 0]"
"[59514, 4362, 635, 17877, 0]","[59514, 4362, 635, 17877, 93, 567, 2153, 18, 14, 1244, 9, 0]"
"[59514, 29379, 29962, 108, 2665, 899, 1437, 1317, 24, 550, 602, 3689, 2, 304, 1002, 19335, 28, 0]","[59514, 29379, 10299, 22092, 139, 1107, 5, 4027, 5, 637, 5, 486, 24, 18117, 72, 304, 3541, 28155, 72, 304, 6470, 0]"
"[59514, 402, 6564, 0]","[59514, 402, 7768, 0]"
"[59514, 138, 32, 6841, 12, 19524, 15, 338, 518, 2, 152, 55, 39814, 5407, 4, 518, 18, 151, 7, 117, 759, 5138, 3, 213, 52, 73, 424, 1417, 15, 6790, 3057, 71, 4, 14673, 36953, 9, 10, 3875, 21, 22780, 26481, 9, 2, 52, 55, 54, 37, 41, 28, 0]","[59514, 104, 43, 322, 5, 3031, 34, 432, 369, 2, 175, 88, 831, 778, 13648, 14, 6, 23829, 31, 34, 5, 716, 2174, 4921, 3, 344, 76, 157, 13807, 53, 34, 11700, 92, 56, 5505, 9, 29031, 9, 2, 81, 6, 82, 41, 429, 53, 402, 29033, 54, 37, 41, 28, 0]"
"[59514, 28681, 6659, 1756, 0]","[59514, 81, 13275, 6659, 1756, 21332, 0]"
"[59514, 18961, 208, 1255, 5415, 0]","[59514, 9228, 2882, 108, 31, 19, 22608, 584, 5, 4553, 0]"
"[59514, 24, 222, 28, 9939, 2, 405, 263, 89, 12690, 3315, 0]","[59514, 24, 222, 28, 3574, 84, 29936, 89, 12690, 3315, 0]"
"[59514, 12592, 3, 42379, 4, 1038, 64, 7821, 21, 300, 2361, 75, 57, 197, 58, 25210, 41, 3519, 19186, 357, 1597, 300, 149, 235, 55, 324, 3, 0]","[59514, 2034, 3, 2361, 2889, 265, 19, 4575, 40, 19, 2805, 153, 402, 29033, 32888, 402, 29033, 583, 2361, 12559, 402, 29033, 416, 59, 229, 23, 19, 387, 282, 2, 40, 722, 72, 8, 3745, 153, 402, 29033, 2635, 5360, 41, 3519, 402, 29033, 1958, 0]"
"[59514, 47, 111, 0]","[59514, 47, 111, 0]"
"[59514, 177, 0]","[59514, 177, 0]"
"[59514, 11540, 101, 0]","[59514, 134, 16450, 559, 23581, 89, 2807, 259, 7288, 2783, 0]"
"[59514, 1492, 613, 7, 4, 2085, 37, 0]","[59514, 4307, 370, 5, 8, 2401, 402, 38492, 0]"
"[59514, 402, 9086, 15707, 110, 0]","[59514, 28393, 19, 402, 3404, 5, 2099, 110, 0]"
"[59514, 4484, 155, 43361, 2346, 37, 0]","[59514, 22551, 16, 4403, 4553, 27, 8416, 14, 6, 615, 402, 38492, 0]"
"[59514, 213, 52, 170, 2400, 7229, 48, 449, 1733, 3, 0]","[59514, 344, 81, 6, 10969, 65, 4262, 127, 11595, 3, 0]"
"[59514, 47363, 2652, 46302, 9, 0]","[59514, 16422, 139, 13, 7871, 20, 6, 1878, 0]"
"[59514, 8652, 9, 13714, 471, 126, 18, 389, 24, 40018, 82, 12, 1187, 1586, 5729, 21, 300, 8330, 511, 21, 300, 19802, 21, 300, 24716, 3, 0]","[59514, 83, 740, 13884, 95, 25150, 313, 2541, 31, 14, 6, 1722, 1759, 24, 2073, 65, 3513, 39, 65, 2362, 28, 402, 38492, 14322, 4529, 483, 352, 2, 25808, 2, 137, 11700, 13530, 2, 527, 139, 704, 3, 0]"
"[59514, 30698, 2102, 10989, 2251, 77, 75, 27393, 1802, 309, 1874, 3, 5378, 0]","[59514, 333, 4375, 2102, 10989, 2251, 77, 4071, 623, 1802, 309, 1874, 3, 5378, 0]"
"[59514, 11157, 6809, 12, 1717, 0]","[59514, 41, 33640, 36, 1948, 24188, 27, 22576, 8, 863, 24182, 51, 7573, 3, 0]"
"[59514, 11681, 282, 5011, 0]","[59514, 135, 5312, 5011, 166, 1026, 18, 1735, 106, 0]"
"[59514, 4705, 5858, 376, 511, 0]","[59514, 13212, 720, 107, 511, 166, 1026, 18, 8734, 63, 1611, 10714, 6268, 0]"
"[59514, 35029, 2603, 26, 4, 28790, 18318, 26226, 3, 0]","[59514, 32962, 13, 2603, 27, 19, 9904, 9294, 6429, 13, 1110, 20, 6, 9407, 3, 0]"
"[59514, 134, 1071, 5594, 0]","[59514, 134, 1071, 111, 738, 0]"
"[59514, 402, 15686, 526, 3261, 0]","[59514, 660, 43612, 526, 3261, 0]"
"[59514, 160, 24179, 270, 1509, 16999, 86, 403, 26, 800, 18573, 3, 0]","[59514, 36761, 51, 19, 1746, 16999, 51, 44, 439, 1972, 27, 16, 14387, 5, 644, 3, 0]"
"[59514, 1221, 4768, 1660, 9857, 23678, 24, 12227, 739, 28, 0]","[59514, 84, 29409, 4035, 25733, 24, 2041, 13736, 28, 0]"
"[59514, 17247, 0]","[59514, 37876, 0]"
"[59514, 1717, 18466, 21, 3763, 110, 0]","[59514, 2935, 34, 30161, 12649, 110, 0]"
"[59514, 5118, 4212, 0]","[59514, 8140, 16, 7023, 9, 0]"
"[59514, 436, 6442, 7, 135, 10472, 41617, 0]","[59514, 30349, 485, 5, 135, 10472, 6880, 51, 657, 6587, 0]"
"[59514, 935, 6443, 94, 6552, 475, 4, 2897, 12, 4, 385, 1430, 11634, 3, 0]","[59514, 469, 6502, 43, 22456, 2171, 8, 8198, 39, 10929, 385, 1430, 3, 0]"
"[59514, 9019, 0]","[59514, 87, 12607, 1819, 0]"
"[59514, 35, 852, 4923, 301, 548, 373, 73, 45, 5289, 37, 301, 331, 0]","[59514, 34688, 20, 6, 9126, 19, 24275, 21047, 153, 402, 29033, 301, 548, 402, 29033, 416, 402, 38492, 301, 3288, 0]"
"[59514, 402, 29207, 2346, 246, 0]","[59514, 402, 15339, 4089, 9, 810, 0]"
"[59514, 31780, 15, 402, 2635, 3432, 9584, 50, 5331, 0]","[59514, 14283, 20, 6, 93, 4101, 5, 402, 2635, 3432, 9584, 50, 0]"
"[59514, 660, 43408, 6204, 111, 45178, 10301, 9, 0]","[59514, 660, 1352, 12445, 7621, 363, 16, 29194, 0]"
"[59514, 1265, 5157, 8346, 190, 3847, 16478, 1265, 5, 26522, 794, 3, 0]","[59514, 1023, 253, 5157, 34322, 3847, 402, 38492, 9594, 13, 1205, 32226, 2807, 13633, 3, 0]"
"[59514, 301, 548, 487, 4, 1769, 0]","[59514, 301, 548, 470, 19, 1612, 657, 20, 4773, 9, 74, 874, 21848, 74, 1006, 45, 2636, 51, 74, 15, 4387, 108, 4, 1769, 74, 23, 111, 0]"
"[59514, 160, 34955, 86, 3333, 18, 6968, 55, 12, 2575, 117, 844, 3, 6369, 30, 77, 912, 5470, 397, 151, 7, 4, 271, 1317, 2960, 12, 5313, 61, 48, 44803, 3, 488, 2097, 15, 5470, 57, 19524, 15, 5470, 55, 115, 2131, 12, 4, 7233, 46, 21104, 30, 4, 19335, 38811, 9319, 3, 1414, 844, 32, 9720, 288, 4, 32727, 32, 35885, 3, 6369, 30, 4, 34100, 9319, 12, 5407, 4, 44803, 3746, 3, 0]","[59514, 530, 8856, 5, 1199, 88, 13532, 17, 8845, 139, 193, 356, 3, 33640, 36, 14, 6, 7548, 5, 193, 1886, 31, 38, 13, 203, 9157, 27, 8, 24065, 127, 28332, 51, 3, 315, 1578, 59, 26381, 13279, 38, 6798, 2, 88, 1069, 8506, 39, 7372, 23, 19237, 36, 19, 9376, 39433, 108, 16, 23214, 3, 2422, 356, 43, 18831, 1082, 8, 4973, 43, 5, 13615, 3, 33640, 36, 19, 9376, 31066, 108, 27, 24434, 16, 1319, 28332, 114, 3, 0]"
"[59514, 11371, 222, 14183, 31103, 4845, 0]","[59514, 10606, 20, 21391, 11371, 222, 14183, 657, 6587, 0]"
"[59514, 16143, 5990, 0]","[59514, 12287, 5, 2598, 1802, 7492, 37, 17502, 6602, 24670, 9, 0]"
"[59514, 21693, 0]","[59514, 504, 23269, 9936, 108, 6, 9, 5552, 186, 359, 13098, 1460, 511, 0]"
"[59514, 9673, 9893, 6061, 0]","[59514, 25720, 19, 19769, 20, 6, 17334, 0]"
"[59514, 1414, 5277, 0]","[59514, 30409, 23067, 3864, 32996, 1510, 10749, 323, 3644, 18467, 0]"
"[59514, 14323, 108, 4729, 49, 7032, 23713, 21644, 190, 333, 685, 75, 4283, 145, 5401, 477, 1711, 162, 1231, 400, 1802, 590, 3, 170, 0]","[59514, 14323, 108, 4729, 49, 7032, 383, 190, 2635, 51, 190, 333, 8765, 4283, 402, 29033, 145, 9361, 376, 1711, 162, 1231, 400, 1802, 590, 3, 170, 0]"
"[59514, 35, 2115, 26, 402, 27439, 8809, 122, 50, 32, 71, 4012, 37, 583, 583, 3390, 3, 27439, 8809, 122, 3, 57, 309, 3, 1789, 3647, 61, 6988, 12, 552, 4, 4449, 3405, 200, 402, 27439, 8809, 122, 50, 3, 402, 27439, 8809, 122, 50, 115, 45, 3806, 18, 31905, 10, 1249, 2454, 64, 4012, 37, 583, 583, 10813, 2636, 2862, 3, 2638, 74, 723, 74, 1680, 14040, 3, 49, 30824, 54, 800, 817, 1597, 4586, 3776, 3593, 4494, 0]","[59514, 87, 6, 4620, 22, 414, 5032, 5, 402, 20, 22329, 37656, 50, 43, 4012, 37, 583, 583, 3390, 3, 20, 22329, 37656, 3, 49, 1937, 3, 4366, 4476, 901, 41, 412, 4765, 27, 1726, 13, 828, 36, 402, 20, 22329, 37656, 50, 3, 233, 168, 8436, 402, 20, 22329, 37656, 50, 39, 2454, 29927, 59, 266, 1118, 5, 1459, 1249, 17, 14, 6, 4620, 4012, 37, 583, 583, 3390, 3, 1249, 483, 21751, 3, 2638, 74, 49, 17427, 9, 74, 20, 22329, 37656, 3, 0]"
"[59514, 5118, 2805, 30, 402, 5487, 0]","[59514, 8140, 19, 2805, 437, 34, 402, 24608, 0]"
"[59514, 386, 4, 420, 7760, 19259, 5976, 1329, 40963, 9378, 3, 0]","[59514, 315, 19, 4075, 7479, 20, 6, 20694, 5976, 24446, 3, 0]"
"[59514, 526, 3261, 1717, 36712, 2982, 22845, 111, 160, 9319, 11939, 4, 526, 3261, 1717, 36712, 2982, 22845, 111, 3, 4484, 4, 2982, 22845, 111, 24, 8166, 58, 16892, 4603, 149, 57, 58, 27221, 4860, 5399, 12, 3255, 18130, 2768, 38869, 12, 117, 338, 3, 1963, 37, 35, 526, 3261, 1717, 36712, 2982, 22845, 111, 664, 73, 216, 2, 10, 67, 9319, 32, 6372, 235, 55, 256, 58, 17370, 108, 792, 87, 9560, 964, 58, 323, 4860, 13528, 964, 57, 58, 39829, 8375, 77, 11018, 2213, 766, 28, 0]","[59514, 8218, 20, 6, 15656, 20, 6, 41599, 5, 526, 3261, 335, 9376, 33767, 14, 25, 35852, 20, 6, 15656, 20, 6, 41599, 5, 526, 3261, 3, 12500, 14, 6, 35852, 24, 6802, 58, 16892, 4603, 149, 59, 58, 635, 323, 4860, 5399, 27, 6002, 13, 29719, 9, 8525, 26774, 36, 193, 369, 3, 16468, 402, 38492, 14, 6, 10923, 20, 6, 15656, 20, 6, 41599, 5, 526, 3261, 76, 7873, 53, 402, 29033, 72, 16, 1132, 20, 6, 7784, 58, 323, 9560, 17702, 964, 58, 323, 4860, 13528, 964, 59, 58, 22193, 8943, 108, 2318, 34, 201, 9151, 964, 11, 66, 9376, 43, 12619, 3, 0]"
"[59514, 249, 22475, 928, 26, 25, 3878, 548, 6, 3, 0]","[59514, 6820, 12924, 20187, 27, 153, 402, 29033, 301, 548, 402, 29033, 1958, 0]"
"[59514, 160, 3707, 4, 16913, 50, 1255, 25636, 4, 1017, 1410, 3, 0]","[59514, 530, 2674, 1328, 17, 8, 6584, 16913, 50, 20, 6, 7529, 607, 108, 8, 863, 2790, 3, 0]"
"[59514, 17426, 365, 0]","[59514, 6485, 5, 3769, 0]"
"[59514, 3818, 18, 596, 16913, 0]","[59514, 16827, 31, 34, 4599, 38417, 0]"
"[59514, 3339, 15, 3240, 30, 67, 1410, 0]","[59514, 28151, 8, 6811, 36, 120, 5177, 0]"
"[59514, 35, 526, 352, 1858, 63, 2831, 359, 13415, 29140, 21490, 18346, 373, 73, 45, 2350, 2754, 3, 35, 6443, 852, 69, 37, 301, 548, 213, 115, 256, 526, 352, 1858, 63, 2831, 48, 15, 6137, 8402, 2, 152, 38259, 12894, 20142, 9, 33, 12646, 30, 15, 359, 13415, 29140, 21490, 449, 841, 1298, 73, 216, 13039, 2, 57, 71, 98, 3, 0]","[59514, 34688, 20, 6, 30603, 6094, 108, 19, 5893, 22, 10929, 20, 6, 21274, 9, 359, 13415, 5, 526, 352, 1858, 63, 2831, 3, 87, 6, 14916, 43, 402, 38492, 301, 548, 344, 1069, 1697, 526, 352, 1858, 63, 2831, 127, 12093, 5, 10686, 2, 175, 16, 8647, 5, 44465, 17571, 22333, 34, 10929, 20, 6, 21274, 9, 359, 13415, 13745, 5, 76, 53, 8644, 22, 178, 3, 0]"
"[59514, 12591, 101, 9, 115, 45, 1172, 18, 7871, 2, 424, 324, 4212, 3, 10398, 2, 24069, 4212, 2, 17153, 9, 1566, 45, 403, 18, 31529, 7067, 57, 8049, 7067, 3, 12591, 101, 9, 52, 8757, 42, 4469, 3, 0]","[59514, 83, 12487, 388, 100, 20137, 31, 13, 7871, 2, 178, 127, 16, 384, 9, 3, 2373, 2, 17388, 56, 384, 9, 2, 16, 12487, 76, 388, 53, 100, 3834, 72, 16, 10079, 19294, 59, 72, 16, 10079, 5, 8036, 3, 83, 12487, 70, 36, 6400, 14260, 23, 5853, 3, 0]"
"[59514, 10840, 101, 6769, 0]","[59514, 19650, 20349, 0]"
"[59514, 402, 97, 34750, 0]","[59514, 1183, 17356, 0]"
"[59514, 24652, 5537, 0]","[59514, 6708, 13, 10421, 9, 0]"
"[59514, 6615, 111, 0]","[59514, 49, 10850, 0]"
"[59514, 160, 86, 1240, 15, 191, 13847, 5558, 7, 15, 191, 6240, 18, 1019, 1870, 2, 198, 48, 18718, 15, 4213, 57, 15, 15675, 42, 4, 6718, 22635, 9319, 3, 0]","[59514, 530, 2674, 7112, 63, 34, 4599, 38417, 39, 543, 20, 6, 112, 784, 7552, 31, 2421, 1870, 2, 127, 1766, 6, 186, 24084, 34, 3349, 59, 34, 3254, 72, 19, 9376, 1650, 5, 8, 15527, 3, 0]"
"[59514, 41812, 0]","[59514, 44126, 529, 1547, 0]"
"[59514, 3135, 0]","[59514, 3135, 0]"
"[59514, 11095, 12667, 124, 8367, 0]","[59514, 80, 5356, 62, 6, 82, 12475, 9040, 657, 23691, 1510, 10749, 323, 3644, 18467, 0]"
"[59514, 9360, 0]","[59514, 48045, 0]"
"[59514, 84, 3284, 7494, 8715, 0]","[59514, 40204, 7494, 8715, 0]"
"[59514, 47591, 9136, 26, 30139, 19634, 9, 0]","[59514, 135, 10447, 40, 5891, 27, 16, 2542, 23781, 0]"
"[59514, 35, 8615, 1437, 32, 11920, 10, 86, 45, 23847, 37, 301, 548, 0]","[59514, 60, 2428, 20, 6, 7784, 43, 8287, 11, 439, 30028, 402, 38492, 301, 548, 0]"
"[59514, 25440, 970, 0]","[59514, 25440, 970, 0]"
"[59514, 1648, 16036, 46258, 74, 4850, 37313, 0]","[59514, 30349, 13, 7337, 267, 4070, 74, 4850, 657, 6587, 0]"
"[59514, 488, 256, 4, 1459, 39668, 7426, 2, 23511, 4, 39668, 35717, 1097, 3689, 5118, 304, 3525, 101, 6088, 794, 2805, 1822, 235, 154, 52, 73, 1016, 5543, 3, 35, 304, 3525, 101, 6088, 794, 5671, 51, 18, 4, 1684, 1798, 7, 4, 7081, 19968, 15, 39395, 760, 7, 4, 24125, 514, 2121, 2, 42, 23901, 17564, 12, 4409, 4, 322, 2300, 30, 15, 852, 1114, 37, 15, 1920, 761, 23901, 840, 33, 4, 1114, 32, 9842, 2, 21104, 61, 86, 22827, 4, 1114, 10, 15, 349, 27604, 23901, 86, 45, 11134, 5558, 3, 0]","[59514, 315, 1697, 8, 22325, 5, 49, 11037, 738, 22, 1459, 2, 1482, 265, 16, 37111, 1724, 17, 14, 6, 1001, 5, 14, 6, 12039, 5, 2805, 29863, 8140, 16, 4344, 5, 49, 11037, 738, 62, 6, 489, 76, 70, 53, 754, 15670, 3, 60, 17912, 13, 4344, 5, 49, 11037, 738, 22, 2333, 4789, 5, 14, 6, 9407, 16795, 38, 498, 11430, 13, 1331, 49, 11037, 3417, 2, 72, 13, 9402, 402, 29033, 1398, 74, 41, 27, 5827, 14, 6, 7548, 322, 36, 38, 820, 4130, 402, 38492, 34, 402, 29033, 41, 3697, 29, 8, 820, 43, 9600, 26452, 51, 3, 375, 24608, 36, 41, 30638, 51, 8, 820, 11, 36, 1398, 439, 17469, 17, 8, 245, 3, 0]"
"[59514, 14945, 6709, 0]","[59514, 14945, 6709, 17585, 7775, 186, 817, 511, 4600, 3638, 3, 4486, 122, 0]"
"[59514, 535, 2957, 352, 5482, 0]","[59514, 535, 635, 1044, 14668, 139, 0]"
"[59514, 238, 10204, 7017, 114, 71, 6885, 3711, 0]","[59514, 42717, 21, 11961, 9, 2957, 21422, 74, 13934, 1167, 18, 557, 0]"
"[59514, 12307, 22122, 30136, 190, 0]","[59514, 18346, 9151, 5, 1579, 23, 1131, 22, 5775, 26733, 0]"
"[59514, 28259, 0]","[59514, 25365, 19391, 274, 0]"
"[59514, 35, 526, 3968, 6978, 401, 28, 3318, 17136, 9, 77, 480, 2635, 617, 75, 11776, 7, 15, 499, 545, 3, 213, 79, 12, 459, 71, 1187, 171, 2619, 2, 4613, 77, 6443, 32, 6572, 3, 0]","[59514, 80, 952, 526, 3968, 6978, 401, 28, 4655, 51, 38, 480, 2635, 617, 18834, 900, 20, 6, 93, 2086, 5, 372, 3, 344, 3287, 1340, 39, 391, 171, 2218, 2, 14340, 2, 38, 6502, 439, 37910, 3, 0]"
"[59514, 7821, 15435, 110, 0]","[59514, 32888, 10830, 40, 2025, 2755, 110, 0]"
"[59514, 14411, 24132, 0]","[59514, 28484, 22, 6104, 0]"
"[59514, 10, 0]","[59514, 11, 0]"
